appendices/appendix-l-langchain/section-l.1.html|0|NO CAPTION|PromptTemplate | ChatModel | OutputParser Result
appendices/appendix-l-langchain/section-l.2.html|0|NO CAPTION|User Input History Store (get_session_history) RunnableWith MessageHistory LCEL Chain Response
part-4-training-adapting/module-14-fine-tuning-fundamentals/section-14.5.html|0|Figure 14.5.1: Encoder models use [CLS] or mean pooling; decoder models typically use the last token as the sentence embedding|Encoder-Only (BERT, BGE) [CLS] The patient has fever [SEP] Bidirectional attention (all tokens attend to all other tokens) [CLS] token = embedding Native fit for embeddings Models: 100M to 400M params
part-4-training-adapting/module-14-fine-tuning-fundamentals/section-14.6.html|0|Figure 14.6.1: The [CLS] token representation is passed through a dropout layer and linear classification head|Pre-trained Transformer Encoder 12 layers, 768 hidden dim (BERT-base) [CLS] hidden state (768d) Dropout (0.1) Linear (768 -> num_labels) Logits: [2.1, -0.8, 0.3] -> "Positive"
part-4-training-adapting/module-15-peft/section-15.2.html|0|Figure 15.2.2: DoRA separates weight magnitude (m) from direction, applying LoRA only to the directional component.|Standard LoRA W + B A W' = W + BA Updates weight directly in the combined space DoRA m &times; direction + B A W' = m &middot; (V + BA) / ||V + BA|| Separates magnitude from direction for better learn
part-4-training-adapting/module-15-peft/section-15.2.html|1|Figure 15.2.3: Multi-adapter serving loads one base model and dynamically applies per-request LoRA adapters.|Base Model (GPU) Single copy in VRAM Medical LoRA Legal LoRA Finance LoRA Code LoRA Request Router Routes each request to the correct adapter based on tenant ID or task type
part-4-training-adapting/module-15-peft/section-15.3.html|0|Figure 15.3.1: Unsloth reduces memory by ~50% and doubles training speed through optimized Triton kernels.|Standard HF + PEFT 100% memory, 1x speed Unsloth 50% memory, 2x speed Key Features &#8226; Custom Triton kernels for attention, RoPE, cross-entropy &#8226; Supports QLoRA, LoRA, full fine-tuning &#822
part-4-training-adapting/module-15-peft/section-15.3.html|1|Figure 15.3.2: GPU requirements and approximate costs scale with model size and fine-tuning method.|7B Models QLoRA: T4 16GB LoRA: A100 40GB Full FT: 2x A100 13B Models QLoRA: A10G 24GB LoRA: A100 40GB Full FT: 4x A100 70B Models QLoRA: A100 80GB LoRA: 2x A100 80GB Full FT: 8x H100 Typical Training 
part-4-training-adapting/module-15-peft/section-15.4.html|0|Figure 15.4.1: The four main soft prompt methods differ in where they insert their learnable parameters. Prompt Tuning touches only the input embeddin|Insertion Points by Method Prompt Tuning Prefix Tuning / P-Tuning v2 P-Tuning v1 Soft tokens [Layer 0] Transformer Block 1 Transformer Block 2 ... (no changes) Transformer Block N Parameters: &lt; 0.0
part-4-training-adapting/module-16-distillation-merging/section-16.1.html|0|Figure 16.1.2: The student learns from both the teacher's soft probability distribution and the ground-truth hard labels.|Teacher (70B) Large, expensive, accurate Student (7B) Small, fast, efficient Soft Targets (T > 1) Training Input Distillation Loss L = &alpha; &middot; KL(teacher_soft || student_soft) + (1 - &alpha;)
part-4-training-adapting/module-16-distillation-merging/section-16.1.html|1|Figure 16.1.3: Successful distillation projects share common principles: rich reasoning traces, high-quality data, and diverse prompts.|Orca (13B) Matched ChatGPT on complex reasoning benchmarks Phi-3 (3.8B) Competitive with Llama-3 8B on MMLU and reasoning tasks DeepSeek-R1 (32B) Strong math reasoning from 671B MoE teacher Common Des
part-4-training-adapting/module-16-distillation-merging/section-16.1.html|2|Figure 16.1.4: A distilled draft model proposes tokens that the target model verifies in parallel, multiplying throughput.|Draft Model (1B, distilled) t1 t2 t3 t4 Propose 4 tokens (fast) Target Model (70B, full) &#10003; &#10003; &#10003; &#10007; Verify all at once (1 pass) Result: 3 tokens accepted in 1 forward pass = ~
part-4-training-adapting/module-16-distillation-merging/section-16.2.html|0|Figure 16.2.2: Task vectors represent the weight changes from fine-tuning. Adding task vectors combines capabilities.|Base Model Code FT Task Vector A Medical FT Task Vector B Merged Model A + B combined
part-4-training-adapting/module-16-distillation-merging/section-16.2.html|1|Figure 16.2.3: TIES reduces interference by trimming noise, resolving sign conflicts, and merging only aligned contributions.|1. TRIM Remove small changes (likely noise) Dashed = trimmed &rarr; 2. ELECT SIGN Majority vote on direction of change Model A: +0.3 Model B: -0.1 Elect: + &rarr; 3. MERGE Average only values matching
part-4-training-adapting/module-16-distillation-merging/section-16.2.html|2|Figure 16.2.4: Evolutionary optimization searches the space of merge configurations, evaluating each candidate on benchmarks.|Population N merge configs Merge Apply each config Evaluate Benchmark suite Select + Mutate Next generation Repeat for K generations
part-4-training-adapting/module-16-distillation-merging/section-16.3.html|0|Figure 16.3.2: A multi-stage pipeline progressively adapts the model from general to domain-specific capabilities.|Stage 1: CPT Domain corpus + 20% replay Stage 2: SFT Domain instructions + general instructions Stage 3: Align Domain DPO/RLHF + safety alignment Stage 4: Eval Domain benchmarks + general benchmarks E
part-4-training-adapting/module-17-alignment-rlhf-dpo/section-17.2.html|0|Figure 17.2.2: RLHF requires training a separate reward model and running PPO with four models in GPU memory. DPO simplifies this to a single training|SFT Model Reward Model Training PPO Training (4 models in GPU) Aligned Model weeks of iteration vs. DPO Pipeline (2 models) SFT Model (policy) + frozen reference DPO Training (SFT-like simplicity) Ali
part-4-training-adapting/module-17-alignment-rlhf-dpo/section-17.2.html|1|Figure 17.2.3: The preference data creation pipeline. High-quality datasets require diverse prompts, multiple response candidates, careful annotation |Prompt Pool diverse user queries Generate K responses per prompt Annotate rank or compare pairs Dataset (prompt, chosen, rejected) Quality Controls Inter-annotator agreement | Calibration prompts | Ad
part-4-training-adapting/module-17-alignment-rlhf-dpo/section-17.3.html|0|Figure 17.3.2: The Constitutional AI pipeline. Phase 1 uses self-critique and revision to generate SFT data. Phase 2 uses AI-generated preference judg|Constitution (written principles for behavior) Phase 1: Supervised Self-Critique Harmful prompt Initial response Self-critique (using constitution) Revised response Used for SFT training data Repeat K
part-4-training-adapting/module-17-alignment-rlhf-dpo/section-17.3.html|1|Figure 17.3.3: Shallow alignment adds a thin safety layer that can be removed by fine-tuning. Deep alignment (the research goal) integrates safety int|Shallow Alignment Safety layer (thin, removable) Core knowledge + capabilities (unchanged by alignment) Safety integrated throughout knowledge + capabilities (robust to fine-tuning attacks)
part-4-training-adapting/module-17-alignment-rlhf-dpo/section-17.4.html|0|Figure 17.4.1: RLHF uses a learned (noisy) reward model. RLVR uses verifiable correctness checks, producing exact reward signals without human annotat|LLM generates Reward Model (learned, noisy) r = 0.73 approximate RLVR (Verifiable Reward) LLM generates Verifier (test suite / checker) r = 1.0 exact Verifiable Domains Math: check final answer Code: 
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.1.html|0|Figure 19.1.4: Cross-encoder vs. bi-encoder architecture. The bi-encoder enables precomputation and fast similarity search.|Cross-Encoder Sentence A Sentence B Transformer [CLS] A [SEP] B Score: 0.87 $O(n)$ per query pair Cannot precompute Bi-Encoder Sentence A Sentence B Encoder Encoder Vec A Vec B cos(A, B) = 0.87 Vector
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.1.html|1|Figure 19.1.5: Matryoshka embeddings pack information hierarchically, enabling flexible dimensionality reduction by truncation.|Full 768 dimensions 64d 128d 256d 512d 768d (full) ~90% recall ~96% recall 100% recall Truncate to any prefix for a valid embedding
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.1.html|2|Figure 19.1.6: Embedding spaces organize semantically related concepts into clusters, enabling nearest-neighbor retrieval.|Animals "cat" "dog" "kitten" "puppy" Technology "GPU" "CUDA" "tensor" "CPU" Food &amp; Cooking "pasta" "recipe" "chef" query
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.2.html|0|Figure 19.2.4: HNSW builds a multi-layer graph. Search starts at the sparse top layer and descends to the dense bottom layer for local refinement.|Layer 2 (sparse) Layer 1 (medium) Layer 0 (dense, all vectors) query Start here Navigate down Refine locally
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.2.html|1|Figure 19.2.5: Product Quantization splits each vector into sub-vectors and replaces each with a codebook index, achieving high compression ratios.|Original (768d, 3072 bytes) [0.12, -0.45, 0.78, 0.33, ..., -0.21, 0.56, 0.09, -0.67] Split into m=96 sub-vectors (8 dims each) sub_1 sub_2 sub_3 ... sub_95 sub_96 Quantize each sub-vector to nearest c
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.3.html|0|Figure 19.3.3: Core architecture of a production vector database system.|Client SDK (Python, JS, Go) API Layer (REST / gRPC) Query Engine Vector search + filtering Index Manager HNSW / IVF / PQ Write Path WAL + batch indexing Vector Storage Memory-mapped files / SSD Metada
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.3.html|1|Figure 19.3.4: Simplified decision tree for vector database selection based on scale and operational requirements.|How many vectors? &lt;100K: ChromaDB or FAISS 100K-10M: Need managed? &gt;10M: Qdrant / Milvus Yes: Pinecone / Weaviate Cloud No: pgvector / Qdrant / LanceDB
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.4.html|0|Figure 19.4.3: The RAG document ingestion pipeline from raw files to indexed vectors.|Load PDF, DOCX &#x2192; Parse Extract text &#x2192; Clean Normalize &#x2192; Chunk Split text &#x2192; Embed Vectorize &#x2192; Index Store in DB &#x2192; Vector DB Each stage introduces potential fai
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.4.html|1|Figure 19.4.5: Fixed-size chunking breaks at arbitrary points; recursive splitting respects paragraphs; structure-aware chunking preserves semantic un|Fixed-Size ## Heading + partial paragraph (500 chars) ...end of paragraph + table start (500 chars) ...table end + next section start (500 chars) Splits mid-sentence Breaks tables Mixes topics Recursi
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.4.html|2|Figure 19.4.6: Chunking quality requires iterative evaluation against representative queries with ground-truth relevance judgments.|Configure Strategy + params &#x2192; Chunk + Embed Process test docs &#x2192; Evaluate Recall@k, MRR &#x2192; Analyze Failure cases Iterate: adjust strategy, chunk size, overlap, metadata
part-5-retrieval-conversation/module-19-embeddings-vector-db/section-19.5.html|0|Figure 19.5.3: ColPali processes document pages as images through a vision transformer, producing per-patch embeddings. Late interaction (MaxSim) scor|Document Page (Image) Chart Table &#x2193; Vision Transformer &#x2193; 1,024 Patch Embeddings (128-d each) Text Query "Q3 revenue by region" &#x2193; Tokenize + Project &#x2193; 5 Token Embeddings (12
part-5-retrieval-conversation/module-20-rag/section-20.1.html|0|Figure 20.1.4: The ingestion pipeline transforms raw documents into indexed vector embeddings through parsing, chunking, and embedding stages.|Raw Docs PDF, HTML, DOCX, CSV Parse Extract text + metadata Chunk Split into segments Embed Dense vector per chunk Vector Database Chroma, Pinecone, Weaviate, Qdrant Metadata (source, date, author) pr
part-5-retrieval-conversation/module-20-rag/section-20.1.html|1|Figure 20.1.5: Hierarchical indexing narrows search from document summaries to section-level chunks, reducing search space while maintaining precision|Level 1: Document Summaries Coarse-grained, fast retrieval Sections / Pages Sections / Pages Sections / Pages Chunk 1 Chunk 2 Chunk 3
part-5-retrieval-conversation/module-20-rag/section-20.2.html|0|Figure 20.2.5: Three query transformation strategies, each addressing different causes of retrieval failure.|Original Query HyDE LLM generates a hypothetical answer; embed that instead Multi-Query Generate N rephrasings; retrieve for each; merge result sets Step-Back Abstract to a broader question; retrieve 
part-5-retrieval-conversation/module-20-rag/section-20.2.html|1|Figure 20.2.6: Bi-encoders enable fast retrieval by encoding independently; cross-encoders enable accurate re-ranking through joint encoding.|Bi-Encoder (Retrieval) Query Encoder Doc Encoder q vector d vector cosine Fast: pre-compute doc vectors Limited: no token interaction Use for: initial retrieval (millions) Cross-Encoder (Re-ranking) [
part-5-retrieval-conversation/module-20-rag/section-20.2.html|2|Figure 20.2.7: CRAG evaluates retrieved documents and branches into three correction paths based on retrieval quality.|Query Retrieve top-k docs Evaluate Correct? Ambiguous? Incorrect? Generate Standard RAG Refine Query Re-retrieve Web Search Fallback retrieval Correct Ambiguous Incorrect Out
part-5-retrieval-conversation/module-20-rag/section-20.3.html|0|Figure 20.3.4: A knowledge graph encodes entities as nodes and relationships as labeled directed edges, enabling structured queries and multi-hop reas|Albert Einstein Ulm General Relativity Physics Nobel Prize 1921 ETH Zurich bornIn developed field wonAward studiedAt
part-5-retrieval-conversation/module-20-rag/section-20.3.html|1|Figure 20.3.5: GraphRAG builds a knowledge graph from documents, detects communities, generates summaries, then routes queries to local (entity) or gl|1. Extract LLM extracts entities and relations from text 2. Build KG Merge into unified knowledge graph 3. Communities Leiden algorithm finds entity clusters 4. Summarize LLM summarizes each community
part-5-retrieval-conversation/module-20-rag/section-20.4.html|0|Figure 20.4.2: Agentic RAG iterates through decomposition, multi-source retrieval, and sufficiency evaluation before synthesizing a final answer.|Complex Query 1. Decompose Break into sub-queries 2. Search &amp; Retrieve Web, docs, DB, APIs 3. Evaluate Sufficient? Credible? Insufficient: refine query Sufficient 4. Synthesize Combine + cite sour
part-5-retrieval-conversation/module-20-rag/section-20.4.html|1|Figure 20.4.3: Source credibility assessment weights retrieved information by authority and reliability before passing it to the LLM.|Peer-reviewed Gov / Official News articles Blog / Social Credibility Evaluator Authority, recency, consistency, bias Weighted Context High-trust first Low-trust flagged Conflicting noted LLM Generate
part-5-retrieval-conversation/module-20-rag/section-20.4.html|2|Figure 20.4.4: Deep research pipelines chain planning, gathering, verification, refinement, and synthesis into a multi-phase workflow with iteration.|Plan Query tree + source plan Gather Parallel search across N sources Verify Cross-check + credibility Refine Fill gaps via follow-up queries Synthesize Structured report with citations iterate until 
part-5-retrieval-conversation/module-20-rag/section-20.5.html|0|Figure 20.5.1: Text-to-SQL pipeline: schema linking maps natural language to database elements, the LLM generates SQL, execution returns results, and |NL Question "Top 5 customers by revenue" Schema Link Map NL terms to tables + columns + relationships LLM Generate Prompt with schema + examples produces SQL Execute Run against database Answer Result
part-5-retrieval-conversation/module-20-rag/section-20.5.html|1|Figure 20.5.2: Hybrid retrieval combines precise numerical data from databases with contextual explanations from documents to produce comprehensive an|"Why did Q3 revenue decline?" Structured Retrieval Text-to-SQL: revenue by segment Q3 vs Q2 comparison, trends Unstructured Retrieval Vector search: quarterly reports, meeting notes, market analysis L
part-5-retrieval-conversation/module-20-rag/section-20.6.html|0|Figure 20.6.1: RAG framework abstraction stack. Frameworks provide a uniform interface layer that decouples your application from specific vendor impl|Your Application Code Framework API (LangChain / LlamaIndex / Haystack) Retrievers Embedders LLM Wrappers Splitters Pinecone, Chroma, Weaviate, pgvector OpenAI, Cohere, HuggingFace, Voyage GPT-4, Clau
part-5-retrieval-conversation/module-20-rag/section-20.6.html|1|Figure 20.6.2: Each framework uses a different composition model. LangChain chains Runnables with pipe operators, LlamaIndex routes queries through a |LangChain (LCEL) Retriever | Prompt | LLM | Parser Pipe-based chaining LlamaIndex QueryEngine Retriever Synthesizer VectorIndex Tree-based query routing Haystack Embedder Retriever PromptBuilder Gener
part-5-retrieval-conversation/module-20-rag/section-20.6.html|2|Figure 20.6.3: Decision tree for choosing between building from scratch and selecting a RAG framework. Pipeline complexity and primary needs drive the|How complex is your pipeline? Simple Build from scratch Embed + Retrieve + Generate Direct API calls, minimal deps Complex What is your primary need? Rapid prototyping Data-centric retrieval Productio
part-5-retrieval-conversation/module-21-conversational-ai/section-21.1.html|0|Figure 21.1.2: The dialogue system spectrum from task-oriented to open-domain, with hybrid systems in between.|Task-Oriented Hybrid Open-Domain Task-Oriented &#8226; Slot filling &#8226; State tracking &#8226; API integration &#8226; Clear success criteria Examples: booking, support, ordering, scheduling Struc
part-5-retrieval-conversation/module-21-conversational-ai/section-21.1.html|1|Figure 21.1.3: Complete dialogue pipeline showing the flow from user input through intent detection, state tracking, policy decisions, and response ge|User Input Intent Detection + Entity Extraction State Tracker Update dialogue state Dialogue Policy Choose next action Request Slot Confirm Action Call API / Tool Escalate Response Generator (LLM) Sys
part-5-retrieval-conversation/module-21-conversational-ai/section-21.1.html|2|Figure 21.1.4: State machine for turn management in task-oriented dialogue, showing transitions between collecting, confirming, executing, and complet|Collecting Gather slots Confirming Verify details Executing Call API Completed Task done All slots filled User confirms Success User corrects More slots
part-5-retrieval-conversation/module-21-conversational-ai/section-21.2.html|0|Figure 21.2.2: Persona design layers from core identity (innermost) to safety guardrails (outermost). Each layer must be explicitly specified.|Guardrails &amp; Safety Boundaries Knowledge Boundaries &amp; Emotional Range Communication Style &amp; Voice Personality Traits Core Identity Name, role, backstory More Specific More General
part-5-retrieval-conversation/module-21-conversational-ai/section-21.2.html|1|Figure 21.2.3: Five primary interaction patterns for co-writing systems, each suited to different stages of the creative process.|Continue User writes draft AI extends in same voice User edits or accepts Best for: momentum Brainstorm User describes direction AI offers 3-5 options User picks and refines Best for: exploration Crit
part-5-retrieval-conversation/module-21-conversational-ai/section-21.2.html|2|Figure 21.2.4: Ethical decision framework for AI companion interactions, showing how vulnerability signals trigger protective actions.|User Interaction Detected Vulnerability Signals? No Normal Interaction Yes Suggest Professional Help Reinforce AI Boundaries Log for Review
part-5-retrieval-conversation/module-21-conversational-ai/section-21.3.html|0|Figure 21.3.2: Layered memory architecture showing how short-term memory, long-term memory, session storage, and user profiles feed into the LLM conte|LLM Context Window System prompt + memory context + recent turns + user message Short-Term Memory &#8226; Full conversation buffer (last N turns) &#8226; Sliding window with overlap &#8226; Token-coun
part-5-retrieval-conversation/module-21-conversational-ai/section-21.3.html|1|Figure 21.3.3: MemGPT/Letta architecture where the LLM agent manages its own memory through function calls across three tiers: working context, archiv|LLM Agent (Controller) Decides when to read/write/search memory Working Context In-context "scratchpad" Editable by the agent Fast, limited capacity Archival Memory Vector store (unlimited) Semantic s
part-5-retrieval-conversation/module-21-conversational-ai/section-21.4.html|0|Figure 21.4.1: Topic stack management showing how the system tracks topic switches, saves context for suspended topics, and resumes them when the user|T1 Laptop T2 Laptop T3 Shipping T4 Shipping T5 Returns T6 Laptop T7 Laptop switch switch resume Topic Stack Over Time: Laptop at T2 Shipping Laptop (saved) at T4 Returns Shipping Laptop at T5 Laptop (
part-5-retrieval-conversation/module-21-conversational-ai/section-21.4.html|1|Figure 21.4.2: Fallback strategy hierarchy from least disruptive (clarification) to most disruptive (human handoff). Systems should exhaust lower leve|L1 Clarification Question "Did you mean X or Y?" L2 Rephrasing Request "Could you rephrase that? I want to help but I am not sure what you need." L3 Capability Redirect "I can help with A, B, or C. Wh
part-5-retrieval-conversation/module-21-conversational-ai/section-21.5.html|0|Figure 21.5.1: Real-time voice AI pipeline showing the flow from speech input through STT, LLM, and TTS to audio output, with orchestration handling V|&#x1F3A4; User Speaks STT Deepgram / Whisper ~200ms text LLM GPT-4o / Claude ~300ms (TTFT) text stream TTS Cartesia / ElevenLabs ~100ms (TTFB) audio &#x1F50A; Audio Plays Total Round-Trip: ~600ms (str
part-5-retrieval-conversation/module-21-conversational-ai/section-21.5.html|1|Figure 21.5.2: Multimodal conversational pipeline accepting voice, text, and image inputs, processing through a multimodal LLM, and producing voice or|Voice Input Text Input Image / Camera STT (if voice) Input Merger Multimodal LLM GPT-4o / Claude Sonnet 4 Text + Image reasoning TTS Voice out Text Display
part-6-agentic-ai/module-22-ai-agents/section-22.1.html|0|Figure 22.1.3: The perception-reasoning-action loop that defines all AI agents|PERCEIVE Gather observations, tool outputs, user input REASON LLM decides next step (think, plan, reflect) ACT Call tool, respond, or request info OBSERVE Collect action results
part-6-agentic-ai/module-22-ai-agents/section-22.1.html|1|Figure 22.1.5: The four agentic design patterns (Ng, 2024)|REFLECTION Generate &#x2193; Critique &#x2193; Revise &#x21BB; Self-improvement loop TOOL USE LLM reasons &#x2193; Calls function &#x2193; Observes result &#x21BB; External capabilities PLANNING Decom
part-6-agentic-ai/module-22-ai-agents/section-22.1.html|2|Figure 22.1.6: Agent state machine with planning, executing, reflecting, and error states|PLANNING EXECUTING REFLECTING COMPLETE ERROR replan
part-7-multimodal-applications/module-27-multimodal/section-27.1.html|0|Figure 27.1.4: ControlNet architecture. A trainable copy of the encoder injects spatial conditions into the frozen U-Net via zero convolutions.|(original weights locked) ControlNet Copy (trainable encoder copy) Condition Input edges / depth / pose Text Prompt CLIP encoding Generated Image zero conv +
part-7-multimodal-applications/module-27-multimodal/section-27.1.html|1|Figure 27.1.5: CLIP architecture. Image and text encoders are trained contrastively to produce aligned embeddings in a shared space.|Image ViT Encoder Image Embed Text Text Encoder Text Embed Contrastive Loss maximize similarity for matching pairs
part-7-multimodal-applications/module-27-multimodal/section-27.2.html|0|Figure 27.2.1: Modern TTS architecture. Text and speaker embeddings condition a diffusion or flow matching model that generates mel-spectrograms, whic|Input Text phonemes Reference Audio Text Encoder Speaker Encoder DiT / Flow Matching Vocoder mel to wav Modern TTS Pipeline (F5-TTS / XTTS)
part-7-multimodal-applications/module-27-multimodal/section-27.2.html|1|Figure 27.2.2: Video DiT architecture. A 3D diffusion transformer with spatial, temporal, and cross-attention layers denoises video latents, which the|Text Prompt T5 / CLIP 3D Noise Video DiT Spatial Attention Temporal Attention Cross-Attention (text) Video VAE Decoder Video Frames
part-7-multimodal-applications/module-27-multimodal/section-27.2.html|2|Figure 27.2.3: Multimodal composition pipeline. An LLM generates the script, which drives parallel video, speech, music, and SFX generation before fin|LLM Script / Storyboard Video Gen scenes TTS dialogue Music Gen soundtrack SFX Model sound effects Compositor sync + mix Final Video
part-7-multimodal-applications/module-27-multimodal/section-27.3.html|0|Figure 27.3.2: LayoutLMv3 architecture. Text, 2D position, and image patch embeddings are jointly processed by a multimodal transformer, with task-spe|table Document Text Tokens word embeddings 2D Position bbox coordinates Image Patches visual features LayoutLMv3 Transformer Self-Attention Feed-Forward Token Class. entity extraction Doc Class. invoi
part-7-multimodal-applications/module-27-multimodal/section-27.3.html|1|Figure 27.3.3: Decision tree for choosing a document understanding approach based on document novelty and processing volume.|New Document Type? VLM (GPT-4o / Gemini) High Volume? LayoutLM Pipeline VLM / Cloud AI Yes No (known type) Yes No
part-7-multimodal-applications/module-27-multimodal/section-27.4.html|0|Figure 27.4.1: Pipeline approach (left) chains separate encoders through projection layers, losing information at each handoff. Native multimodal mode|Pipeline Approach (LLaVA, traditional voice assistants) Vision Encoder (CLIP, frozen) Audio Encoder (Whisper) Text Embedder (tokenizer) Projection ! ! Language Model TTS Model Limitations: Tone and em
part-7-multimodal-applications/module-27-multimodal/section-27.4.html|1|Figure 27.4.2: Three multimodal fusion strategies. Early fusion (left) allows cross-modal attention at every layer. Late fusion (center) combines sepa|Early Fusion (GPT-4o, Gemini) Image Audio Text Tokenize + Interleave Layer 1: Full cross-modal attn Layer 2: Full cross-modal attn ... Layer N: Full cross-modal attn cross-modal Any modality output + 
part-7-multimodal-applications/module-28-llm-applications/section-28.1.html|0|Figure 28.1.2: Fill-in-the-Middle (FIM). The model receives prefix and suffix context, then generates code that fits between them.|&lt;PRE&gt; Prefix def calculate(x, y):  result =  &lt;SUF&gt; Suffix  return result FIM LLM &lt;MID&gt; predict Generated Middle x * y + x
part-7-multimodal-applications/module-28-llm-applications/section-28.1.html|1|Figure 28.1.3: Agentic coding loop. The LLM agent receives a task, plans an approach, generates code using file and terminal tools, observes test resu|Developer "Add OAuth2 to the API" LLM Agent (Claude, GPT-4o, Codestral) 1. Plan approach 2. Generate/edit code 3. Run tests, observe 4. Debug and iterate Available Tools File Read/Write view, create, 
part-7-multimodal-applications/module-28-llm-applications/section-28.2.html|0|Figure 28.2.1: Financial NLP signal generation pipeline. Raw text streams are processed through entity extraction, sentiment scoring, and signal gener|Data Feeds News wires (Reuters) SEC filings (EDGAR) Social media / X Real-time streams LLM Extraction Named entities (NER) Event classification Earnings surprises Structured JSON output Sentiment Scor
part-7-multimodal-applications/module-28-llm-applications/section-28.2.html|1|Figure 28.2.2: Regulatory landscape for financial LLM applications. Each requirement maps to specific LLM capabilities and governing regulations.|Regulatory Requirements Explainability Auditability Bias Testing Human Oversight Data Privacy LLM Capabilities Reasoning traces Structured logging Fairness evaluation Confidence scores On-premise depl
part-7-multimodal-applications/module-28-llm-applications/section-28.3.html|0|Figure 28.3.1: Clinical NLP pipeline. EHR text is de-identified and processed by medical LLMs for structured extraction (ICD codes, medication lists),|EHR Data Progress notes Discharge summaries Radiology reports Lab results / vitals Unstructured clinical text De-identification PHI removal Medical LLM (Med-PaLM, BioGPT, fine-tuned GPT-4o) Domain-spe
part-7-multimodal-applications/module-28-llm-applications/section-28.4.html|0|Figure 28.4.1: LLM-powered search architecture. A user query is processed, expanded into sub-queries, and used to retrieve from multiple sources (web,|User Query "How does RLHF work?" Query Processing Intent classification Query rewriting Sub-query expansion Web Search Bing / Google APIs top-K pages Knowledge Base Vector store (RAG) semantic retriev
part-7-multimodal-applications/module-28-llm-applications/section-28.4.html|1|Figure 28.4.2: NL-to-Analytics pipeline. A natural language question is converted to SQL or code, executed against a data source, and the results are |NL Question "Show revenue by region for Q3" Business user input LLM Code Gen Schema linking SQL / Python gen Execute Run query safely Capture results Viz + Narrate Chart spec (Vega-Lite) Insight narra
part-7-multimodal-applications/module-28-llm-applications/section-28.5.html|0|Figure 28.5.1: LLM-assisted SOC workflow. Logs are analyzed by an LLM for pattern detection, producing prioritized alerts and incident reports for ana|Log Sources SIEM, firewall endpoint, cloud LLM Analyzer pattern detection anomaly scoring Alert Triage priority + context Incident Report natural language SOC Analyst review + action
part-7-multimodal-applications/module-28-llm-applications/section-28.5.html|1|Figure 28.5.2: The dual nature of LLMs in cybersecurity. The same capabilities that enable attacks also power more effective defenses.|Offensive LLM Uses Phishing generation Code obfuscation Social engineering at scale Exploit development Reconnaissance automation Defensive LLM Uses Phishing detection Vulnerability scanning Log analy
part-7-multimodal-applications/module-28-llm-applications/section-28.6.html|0|Figure 28.6.1: Legal AI workflow. LLMs handle contract review, research, drafting, and e-discovery, with lawyer review as the final verification step.|Legal Docs contracts, filings Contract Review clause extraction Legal Research case law, statutes Doc Drafting templates + custom E-Discovery relevance scoring Lawyer Review verify + approve
part-7-multimodal-applications/module-28-llm-applications/section-28.7.html|0|Figure 28.7.1: SayCan architecture. The LLM proposes actions scored by affordance models, and the robot executes the highest-scoring feasible action.|Human "clean the table" LLM Planner "what should I do?" Affordance Model "what can I do?" Score P(useful) x P(can) Robot pick, place, wipe execution feedback
part-7-multimodal-applications/module-28-llm-applications/section-28.7.html|1|Figure 28.7.2: AI-assisted scientific discovery. LLMs mine literature, generate hypotheses, and suggest experiments for researcher evaluation.|Literature papers, preprints patents, data Scientific LLM extract, synthesize connect findings Hypotheses novel connections Experiment Design protocols, controls Researcher evaluate, test validate
part-8-evaluation-production/module-29-evaluation-observability/section-29.1.html|0|Figure 29.1.2: Taxonomy of LLM evaluation metrics, arranged by approach and cost-validity tradeoff.|Intrinsic Reference-Based Judge-Based Perplexity Bits-per-Byte (BPB) Cross-Entropy Loss BLEU / ROUGE BERTScore METEOR / ChrF Exact Match / F1 LLM-as-Judge Human Evaluation Pairwise Comparison Elo / Ar
part-8-evaluation-production/module-29-evaluation-observability/section-29.1.html|1|Figure 29.1.3: The LLM-as-Judge evaluation pipeline, from test inputs through structured scoring output.|Test Question + Context Model Answer + Reference (opt.) Judge Prompt Criteria + Rubric Judge LLM (GPT-4o, Claude) Evaluation Score: 4/5 Reasoning Strengths/Gaps Structured output enables automated sco
part-8-evaluation-production/module-29-evaluation-observability/section-29.1.html|2|Figure 29.1.4: The LLM benchmark landscape organized by capability domain.|Knowledge MMLU (57 subjects) MMLU-Pro (harder) ARC (science QA) TriviaQA Reasoning GSM8K (math) MATH (competition) BBH (BIG-Bench) HellaSwag Code HumanEval (Python) MBPP (basic) SWE-Bench (repos) Live
part-8-evaluation-production/module-29-evaluation-observability/section-29.2.html|0|Figure 29.2.2: The bootstrap procedure for constructing confidence intervals around evaluation metrics.|Original Scores n = 40 examples Resample with Replacement B = 10,000 times Compute Metric on Each Sample 10,000 estimates Sort &amp; Take Percentiles 2.5th, 97.5th Bootstrap Distribution of Accuracy 2
